date,device_category,source,medium,source_medium,channel_group,sessions,view_item_sessions,add_to_cart_sessions,checkout_sessions,purchase_sessions,session_to_view_rate,view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,session_to_purchase_rate
2020-11-23,mobile,google,cpc,google / cpc,Paid Search,60,22,0,5,2,0.36666666666666664,0.0,,0.4,0.03333333333333333
2020-11-23,mobile,<Other>,referral,<Other> / referral,Referral,144,28,0,4,2,0.19444444444444445,0.0,,0.5,0.013888888888888888
2020-11-23,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,143,31,0,7,2,0.21678321678321677,0.0,,0.2857142857142857,0.013986013986013986
2020-11-23,tablet,(direct),(none),(direct) / (none),Direct,22,2,0,0,0,0.09090909090909091,0.0,,,0.0
2020-11-23,tablet,<Other>,organic,<Other> / organic,Organic Search,2,0,0,0,0,0.0,,,,0.0
2020-11-23,tablet,google,organic,google / organic,Organic Search,31,11,0,4,2,0.3548387096774194,0.0,,0.5,0.06451612903225806
2020-11-23,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,2,1,0,0,0,0.5,0.0,,,0.0
2020-11-23,tablet,<Other>,<Other>,<Other> / <Other>,Other,11,2,0,0,0,0.18181818181818182,0.0,,,0.0
2020-11-23,tablet,google,cpc,google / cpc,Paid Search,2,1,0,1,0,0.5,0.0,,0.0,0.0
2020-11-23,tablet,<Other>,referral,<Other> / referral,Referral,8,5,0,0,0,0.625,0.0,,,0.0
2020-11-23,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,9,5,0,3,2,0.5555555555555556,0.0,,0.6666666666666666,0.2222222222222222
2020-11-24,desktop,(direct),(none),(direct) / (none),Direct,581,155,0,33,16,0.2667814113597246,0.0,,0.48484848484848486,0.027538726333907058
2020-11-24,desktop,<Other>,organic,<Other> / organic,Organic Search,75,26,0,6,4,0.3466666666666667,0.0,,0.6666666666666666,0.05333333333333334
2020-11-24,desktop,google,organic,google / organic,Organic Search,824,192,0,34,18,0.23300970873786409,0.0,,0.5294117647058824,0.021844660194174758
2020-11-24,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,188,55,0,11,9,0.2925531914893617,0.0,,0.8181818181818182,0.047872340425531915
2020-11-24,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,2,1,0,0,0,0.5,0.0,,,0.0
2020-11-24,desktop,<Other>,<Other>,<Other> / <Other>,Other,323,77,0,20,5,0.23839009287925697,0.0,,0.25,0.015479876160990712
2020-11-24,desktop,google,cpc,google / cpc,Paid Search,100,24,0,6,2,0.24,0.0,,0.3333333333333333,0.02
2020-11-24,desktop,<Other>,referral,<Other> / referral,Referral,259,68,0,7,2,0.2625482625482625,0.0,,0.2857142857142857,0.007722007722007722
2020-11-24,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,244,59,0,7,3,0.24180327868852458,0.0,,0.42857142857142855,0.012295081967213115
2020-11-24,mobile,(direct),(none),(direct) / (none),Direct,390,103,0,18,10,0.2641025641025641,0.0,,0.5555555555555556,0.02564102564102564
2020-11-24,mobile,<Other>,organic,<Other> / organic,Organic Search,47,10,0,3,1,0.2127659574468085,0.0,,0.3333333333333333,0.02127659574468085
2020-11-24,mobile,google,organic,google / organic,Organic Search,531,127,0,16,6,0.2391713747645951,0.0,,0.375,0.011299435028248588
2020-11-24,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,142,43,0,10,5,0.3028169014084507,0.0,,0.5,0.035211267605633804
2020-11-24,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,4,1,0,0,0,0.25,0.0,,,0.0
2020-11-24,mobile,<Other>,<Other>,<Other> / <Other>,Other,228,46,0,8,3,0.20175438596491227,0.0,,0.375,0.013157894736842105
2020-11-24,mobile,google,cpc,google / cpc,Paid Search,60,15,0,3,0,0.25,0.0,,0.0,0.0
2020-11-24,mobile,<Other>,referral,<Other> / referral,Referral,183,59,0,15,7,0.3224043715846995,0.0,,0.4666666666666667,0.03825136612021858
2020-11-24,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,170,46,0,9,5,0.27058823529411763,0.0,,0.5555555555555556,0.029411764705882353
2020-11-24,tablet,(direct),(none),(direct) / (none),Direct,21,4,0,0,0,0.19047619047619047,0.0,,,0.0
2020-11-24,tablet,<Other>,organic,<Other> / organic,Organic Search,5,2,0,1,0,0.4,0.0,,0.0,0.0
2020-11-24,tablet,google,organic,google / organic,Organic Search,23,9,0,2,0,0.391304347826087,0.0,,0.0,0.0
2020-11-24,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,7,2,0,0,0,0.2857142857142857,0.0,,,0.0
2020-11-24,tablet,<Other>,<Other>,<Other> / <Other>,Other,7,2,0,1,1,0.2857142857142857,0.0,,1.0,0.14285714285714285
2020-11-24,tablet,google,cpc,google / cpc,Paid Search,3,2,0,0,0,0.6666666666666666,0.0,,,0.0
2020-11-24,tablet,<Other>,referral,<Other> / referral,Referral,13,1,0,0,0,0.07692307692307693,0.0,,,0.0
2020-11-24,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,11,1,0,0,0,0.09090909090909091,0.0,,,0.0
2020-11-25,desktop,(direct),(none),(direct) / (none),Direct,618,158,7,28,10,0.255663430420712,0.04430379746835443,4.0,0.35714285714285715,0.016181229773462782
2020-11-25,desktop,<Other>,organic,<Other> / organic,Organic Search,70,13,1,2,0,0.18571428571428572,0.07692307692307693,2.0,0.0,0.0
2020-11-25,desktop,google,organic,google / organic,Organic Search,829,194,14,32,12,0.23401688781664656,0.07216494845360824,2.2857142857142856,0.375,0.014475271411338963
2020-11-25,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,239,73,8,20,10,0.3054393305439331,0.1095890410958904,2.5,0.5,0.04184100418410042
2020-11-25,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,4,1,0,0,0,0.25,0.0,,,0.0
2020-11-25,desktop,<Other>,<Other>,<Other> / <Other>,Other,350,93,7,16,5,0.26571428571428574,0.07526881720430108,2.2857142857142856,0.3125,0.014285714285714285
2020-11-25,desktop,google,cpc,google / cpc,Paid Search,113,35,1,3,0,0.30973451327433627,0.02857142857142857,3.0,0.0,0.0
2020-11-25,desktop,<Other>,referral,<Other> / referral,Referral,244,61,3,9,5,0.25,0.04918032786885246,3.0,0.5555555555555556,0.020491803278688523
2020-11-25,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,232,64,4,11,6,0.27586206896551724,0.0625,2.75,0.5454545454545454,0.02586206896551724
2020-11-25,mobile,(direct),(none),(direct) / (none),Direct,411,109,6,17,5,0.26520681265206814,0.05504587155963303,2.8333333333333335,0.29411764705882354,0.012165450121654502
2020-11-25,mobile,<Other>,organic,<Other> / organic,Organic Search,36,13,0,1,0,0.3611111111111111,0.0,,0.0,0.0
2020-11-25,mobile,google,organic,google / organic,Organic Search,543,127,10,27,10,0.23388581952117865,0.07874015748031496,2.7,0.37037037037037035,0.01841620626151013
2020-11-25,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,125,42,6,18,9,0.336,0.14285714285714285,3.0,0.5,0.072
2020-11-25,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,2,0,0,0,0,0.0,,,,0.0
2020-11-25,mobile,<Other>,<Other>,<Other> / <Other>,Other,261,72,0,11,2,0.27586206896551724,0.0,,0.18181818181818182,0.007662835249042145
2020-11-25,mobile,google,cpc,google / cpc,Paid Search,74,16,1,4,1,0.21621621621621623,0.0625,4.0,0.25,0.013513513513513514
2020-11-25,mobile,<Other>,referral,<Other> / referral,Referral,208,50,3,11,4,0.2403846153846154,0.06,3.6666666666666665,0.36363636363636365,0.019230769230769232
2020-11-25,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,165,47,5,12,6,0.28484848484848485,0.10638297872340426,2.4,0.5,0.03636363636363636
2020-11-25,tablet,(direct),(none),(direct) / (none),Direct,14,2,0,0,0,0.14285714285714285,0.0,,,0.0
2020-11-25,tablet,<Other>,organic,<Other> / organic,Organic Search,3,0,0,0,0,0.0,,,,0.0
2020-11-25,tablet,google,organic,google / organic,Organic Search,30,12,1,3,0,0.4,0.08333333333333333,3.0,0.0,0.0
2020-11-25,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,11,5,0,2,1,0.45454545454545453,0.0,,0.5,0.09090909090909091
2020-11-25,tablet,<Other>,<Other>,<Other> / <Other>,Other,13,2,1,0,0,0.15384615384615385,0.5,0.0,,0.0
2020-11-25,tablet,google,cpc,google / cpc,Paid Search,4,1,0,0,0,0.25,0.0,,,0.0
2020-11-25,tablet,<Other>,referral,<Other> / referral,Referral,14,3,0,0,0,0.21428571428571427,0.0,,,0.0
2020-11-25,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,6,3,0,0,0,0.5,0.0,,,0.0
2020-11-26,desktop,(direct),(none),(direct) / (none),Direct,529,109,35,20,4,0.2060491493383743,0.3211009174311927,0.5714285714285714,0.2,0.007561436672967864
2020-11-26,desktop,<Other>,organic,<Other> / organic,Organic Search,53,8,3,2,1,0.1509433962264151,0.375,0.6666666666666666,0.5,0.018867924528301886
2020-11-26,desktop,google,organic,google / organic,Organic Search,739,153,55,38,12,0.2070365358592693,0.35947712418300654,0.6909090909090909,0.3157894736842105,0.016238159675236806
2020-11-26,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,172,46,14,11,3,0.26744186046511625,0.30434782608695654,0.7857142857142857,0.2727272727272727,0.01744186046511628
2020-11-26,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,6,2,0,1,0,0.3333333333333333,0.0,,0.0,0.0
2020-11-26,desktop,<Other>,<Other>,<Other> / <Other>,Other,361,80,28,12,3,0.22160664819944598,0.35,0.42857142857142855,0.25,0.008310249307479225
2020-11-26,desktop,google,cpc,google / cpc,Paid Search,92,23,7,6,1,0.25,0.30434782608695654,0.8571428571428571,0.16666666666666666,0.010869565217391304
2020-11-26,desktop,<Other>,referral,<Other> / referral,Referral,228,49,12,12,3,0.2149122807017544,0.24489795918367346,1.0,0.25,0.013157894736842105
2020-11-26,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,200,41,12,12,2,0.205,0.2926829268292683,1.0,0.16666666666666666,0.01
2020-11-26,mobile,(direct),(none),(direct) / (none),Direct,449,80,22,19,4,0.17817371937639198,0.275,0.8636363636363636,0.21052631578947367,0.008908685968819599
2020-11-26,mobile,<Other>,organic,<Other> / organic,Organic Search,50,12,3,4,2,0.24,0.25,1.3333333333333333,0.5,0.04
2020-11-26,mobile,google,organic,google / organic,Organic Search,527,112,31,20,9,0.2125237191650854,0.2767857142857143,0.6451612903225806,0.45,0.017077798861480076
2020-11-26,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,120,27,10,4,1,0.225,0.37037037037037035,0.4,0.25,0.008333333333333333
2020-11-26,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,3,0,0,0,0,0.0,,,,0.0
2020-11-26,mobile,<Other>,<Other>,<Other> / <Other>,Other,239,57,20,8,4,0.2384937238493724,0.3508771929824561,0.4,0.5,0.016736401673640166
2020-11-26,mobile,google,cpc,google / cpc,Paid Search,60,13,5,3,1,0.21666666666666667,0.38461538461538464,0.6,0.3333333333333333,0.016666666666666666
2020-11-26,mobile,<Other>,referral,<Other> / referral,Referral,134,25,7,9,3,0.1865671641791045,0.28,1.2857142857142858,0.3333333333333333,0.022388059701492536
2020-11-26,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,131,35,12,6,1,0.26717557251908397,0.34285714285714286,0.5,0.16666666666666666,0.007633587786259542
2020-11-26,tablet,(direct),(none),(direct) / (none),Direct,17,3,1,2,1,0.17647058823529413,0.3333333333333333,2.0,0.5,0.058823529411764705
2020-11-26,tablet,<Other>,organic,<Other> / organic,Organic Search,3,0,0,0,0,0.0,,,,0.0
2020-11-26,tablet,google,organic,google / organic,Organic Search,31,10,4,0,0,0.3225806451612903,0.4,0.0,,0.0
2020-11-26,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,10,3,1,1,0,0.3,0.3333333333333333,1.0,0.0,0.0
2020-11-26,tablet,<Other>,<Other>,<Other> / <Other>,Other,12,4,1,0,0,0.3333333333333333,0.25,0.0,,0.0
2020-11-26,tablet,google,cpc,google / cpc,Paid Search,3,1,0,0,0,0.3333333333333333,0.0,,,0.0
2020-11-26,tablet,<Other>,referral,<Other> / referral,Referral,16,3,2,0,0,0.1875,0.6666666666666666,0.0,,0.0
2020-11-26,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,5,2,1,0,0,0.4,0.5,0.0,,0.0
2020-11-27,desktop,(direct),(none),(direct) / (none),Direct,519,114,35,23,9,0.21965317919075145,0.30701754385964913,0.6571428571428571,0.391304347826087,0.017341040462427744
2020-11-27,desktop,<Other>,organic,<Other> / organic,Organic Search,74,10,4,1,0,0.13513513513513514,0.4,0.25,0.0,0.0
2020-11-27,desktop,google,organic,google / organic,Organic Search,689,154,52,30,7,0.22351233671988388,0.33766233766233766,0.5769230769230769,0.23333333333333334,0.010159651669085631
2020-11-27,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,153,37,16,16,13,0.24183006535947713,0.43243243243243246,1.0,0.8125,0.08496732026143791
2020-11-27,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,5,1,1,1,1,0.2,1.0,1.0,1.0,0.2
2020-11-27,desktop,<Other>,<Other>,<Other> / <Other>,Other,354,61,26,18,6,0.17231638418079095,0.4262295081967213,0.6923076923076923,0.3333333333333333,0.01694915254237288
2020-11-27,desktop,google,cpc,google / cpc,Paid Search,96,27,13,7,2,0.28125,0.48148148148148145,0.5384615384615384,0.2857142857142857,0.020833333333333332
2020-11-27,desktop,<Other>,referral,<Other> / referral,Referral,225,60,23,11,5,0.26666666666666666,0.38333333333333336,0.4782608695652174,0.45454545454545453,0.022222222222222223
2020-11-27,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,186,44,20,14,9,0.23655913978494625,0.45454545454545453,0.7,0.6428571428571429,0.04838709677419355
2020-11-27,mobile,(direct),(none),(direct) / (none),Direct,383,71,26,19,11,0.185378590078329,0.36619718309859156,0.7307692307692307,0.5789473684210527,0.028720626631853787
2020-11-27,mobile,<Other>,organic,<Other> / organic,Organic Search,54,18,8,3,0,0.3333333333333333,0.4444444444444444,0.375,0.0,0.0
2020-11-27,mobile,google,organic,google / organic,Organic Search,473,94,39,12,6,0.19873150105708245,0.4148936170212766,0.3076923076923077,0.5,0.012684989429175475
2020-11-27,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,81,15,7,6,4,0.18518518518518517,0.4666666666666667,0.8571428571428571,0.6666666666666666,0.04938271604938271
2020-11-27,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,2,1,0,0,0,0.5,0.0,,,0.0
2020-11-27,mobile,<Other>,<Other>,<Other> / <Other>,Other,233,59,21,8,1,0.2532188841201717,0.3559322033898305,0.38095238095238093,0.125,0.004291845493562232
2020-11-27,mobile,google,cpc,google / cpc,Paid Search,82,20,8,4,3,0.24390243902439024,0.4,0.5,0.75,0.036585365853658534
2020-11-27,mobile,<Other>,referral,<Other> / referral,Referral,154,31,7,6,2,0.2012987012987013,0.22580645161290322,0.8571428571428571,0.3333333333333333,0.012987012987012988
2020-11-27,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,130,33,12,8,6,0.25384615384615383,0.36363636363636365,0.6666666666666666,0.75,0.046153846153846156
2020-11-27,tablet,(direct),(none),(direct) / (none),Direct,23,6,1,0,0,0.2608695652173913,0.16666666666666666,0.0,,0.0
2020-11-27,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2020-11-27,tablet,google,organic,google / organic,Organic Search,26,5,4,4,1,0.19230769230769232,0.8,1.0,0.25,0.038461538461538464
2020-11-27,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,5,3,2,1,1,0.6,0.6666666666666666,0.5,1.0,0.2
2020-11-27,tablet,<Other>,<Other>,<Other> / <Other>,Other,17,6,1,0,0,0.35294117647058826,0.16666666666666666,0.0,,0.0
2020-11-27,tablet,google,cpc,google / cpc,Paid Search,10,2,0,0,0,0.2,0.0,,,0.0
2020-11-27,tablet,<Other>,referral,<Other> / referral,Referral,4,2,1,1,1,0.5,0.5,1.0,1.0,0.25
2020-11-27,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,6,3,2,2,2,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333
2020-11-28,desktop,(direct),(none),(direct) / (none),Direct,504,113,42,23,8,0.22420634920634921,0.37168141592920356,0.5476190476190477,0.34782608695652173,0.015873015873015872
2020-11-28,desktop,<Other>,organic,<Other> / organic,Organic Search,55,13,6,3,2,0.23636363636363636,0.46153846153846156,0.5,0.6666666666666666,0.03636363636363636
2020-11-28,desktop,google,organic,google / organic,Organic Search,590,131,53,28,11,0.22203389830508474,0.40458015267175573,0.5283018867924528,0.39285714285714285,0.01864406779661017
2020-11-28,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,98,26,13,10,4,0.2653061224489796,0.5,0.7692307692307693,0.4,0.04081632653061224
2020-11-28,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,3,1,0,0,0,0.3333333333333333,0.0,,,0.0
2020-11-28,desktop,<Other>,<Other>,<Other> / <Other>,Other,309,60,26,14,4,0.1941747572815534,0.43333333333333335,0.5384615384615384,0.2857142857142857,0.012944983818770227
2020-11-28,desktop,google,cpc,google / cpc,Paid Search,77,30,8,4,1,0.38961038961038963,0.26666666666666666,0.5,0.25,0.012987012987012988
2020-11-28,desktop,<Other>,referral,<Other> / referral,Referral,201,49,20,8,2,0.24378109452736318,0.40816326530612246,0.4,0.25,0.009950248756218905
2020-11-28,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,133,24,10,4,4,0.18045112781954886,0.4166666666666667,0.4,1.0,0.03007518796992481
2020-11-28,mobile,(direct),(none),(direct) / (none),Direct,308,70,22,14,8,0.22727272727272727,0.3142857142857143,0.6363636363636364,0.5714285714285714,0.025974025974025976
2020-11-28,mobile,<Other>,organic,<Other> / organic,Organic Search,40,8,2,1,0,0.2,0.25,0.5,0.0,0.0
2020-11-28,mobile,google,organic,google / organic,Organic Search,442,93,31,17,9,0.21040723981900453,0.3333333333333333,0.5483870967741935,0.5294117647058824,0.020361990950226245
2020-11-28,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,76,14,7,4,4,0.18421052631578946,0.5,0.5714285714285714,1.0,0.05263157894736842
2020-11-28,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,1,1,0,0,0,1.0,0.0,,,0.0
2020-11-28,mobile,<Other>,<Other>,<Other> / <Other>,Other,189,49,18,9,6,0.25925925925925924,0.3673469387755102,0.5,0.6666666666666666,0.031746031746031744
2020-11-28,mobile,google,cpc,google / cpc,Paid Search,51,8,4,3,1,0.1568627450980392,0.5,0.75,0.3333333333333333,0.0196078431372549
2020-11-28,mobile,<Other>,referral,<Other> / referral,Referral,146,35,10,8,6,0.23972602739726026,0.2857142857142857,0.8,0.75,0.0410958904109589
2020-11-28,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,106,22,9,6,3,0.20754716981132076,0.4090909090909091,0.6666666666666666,0.5,0.02830188679245283
2020-11-28,tablet,(direct),(none),(direct) / (none),Direct,13,0,0,0,0,0.0,,,,0.0
2020-11-28,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2020-11-28,tablet,google,organic,google / organic,Organic Search,23,5,2,1,0,0.21739130434782608,0.4,0.5,0.0,0.0
2020-11-28,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-11-28,tablet,<Other>,<Other>,<Other> / <Other>,Other,10,5,1,2,1,0.5,0.2,2.0,0.5,0.1
2020-11-28,tablet,google,cpc,google / cpc,Paid Search,3,0,0,0,0,0.0,,,,0.0
2020-11-28,tablet,<Other>,referral,<Other> / referral,Referral,5,0,0,0,0,0.0,,,,0.0
2020-11-28,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,11,2,0,1,1,0.18181818181818182,0.0,,1.0,0.09090909090909091
2020-11-29,desktop,(direct),(none),(direct) / (none),Direct,426,90,33,13,4,0.2112676056338028,0.36666666666666664,0.3939393939393939,0.3076923076923077,0.009389671361502348
2020-11-29,desktop,<Other>,organic,<Other> / organic,Organic Search,54,10,3,2,1,0.18518518518518517,0.3,0.6666666666666666,0.5,0.018518518518518517
2020-11-29,desktop,google,organic,google / organic,Organic Search,555,123,44,20,6,0.22162162162162163,0.35772357723577236,0.45454545454545453,0.3,0.010810810810810811
2020-11-29,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,116,28,13,7,5,0.2413793103448276,0.4642857142857143,0.5384615384615384,0.7142857142857143,0.04310344827586207
2020-11-29,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,3,0,0,1,1,0.0,,,1.0,0.3333333333333333
2020-11-29,desktop,<Other>,<Other>,<Other> / <Other>,Other,279,69,24,12,4,0.24731182795698925,0.34782608695652173,0.5,0.3333333333333333,0.014336917562724014
2020-11-29,desktop,google,cpc,google / cpc,Paid Search,79,17,5,2,1,0.21518987341772153,0.29411764705882354,0.4,0.5,0.012658227848101266
2020-11-29,desktop,<Other>,referral,<Other> / referral,Referral,192,46,14,6,2,0.23958333333333334,0.30434782608695654,0.42857142857142855,0.3333333333333333,0.010416666666666666
2020-11-29,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,166,38,16,6,4,0.2289156626506024,0.42105263157894735,0.375,0.6666666666666666,0.024096385542168676
2020-11-29,mobile,(direct),(none),(direct) / (none),Direct,311,69,31,11,2,0.22186495176848875,0.4492753623188406,0.3548387096774194,0.18181818181818182,0.006430868167202572
2020-11-29,mobile,<Other>,organic,<Other> / organic,Organic Search,43,6,0,1,1,0.13953488372093023,0.0,,1.0,0.023255813953488372
2020-11-29,mobile,google,organic,google / organic,Organic Search,424,93,36,20,9,0.21933962264150944,0.3870967741935484,0.5555555555555556,0.45,0.02122641509433962
2020-11-29,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,85,20,9,5,4,0.23529411764705882,0.45,0.5555555555555556,0.8,0.047058823529411764
2020-11-29,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-11-29,mobile,<Other>,<Other>,<Other> / <Other>,Other,210,37,13,8,1,0.1761904761904762,0.35135135135135137,0.6153846153846154,0.125,0.004761904761904762
2020-11-29,mobile,google,cpc,google / cpc,Paid Search,48,4,1,0,0,0.08333333333333333,0.25,0.0,,0.0
2020-11-29,mobile,<Other>,referral,<Other> / referral,Referral,114,21,9,5,2,0.18421052631578946,0.42857142857142855,0.5555555555555556,0.4,0.017543859649122806
2020-11-29,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,91,20,6,1,0,0.21978021978021978,0.3,0.16666666666666666,0.0,0.0
2020-11-29,tablet,(direct),(none),(direct) / (none),Direct,16,3,2,2,1,0.1875,0.6666666666666666,1.0,0.5,0.0625
2020-11-29,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2020-11-29,tablet,google,organic,google / organic,Organic Search,19,3,0,0,0,0.15789473684210525,0.0,,,0.0
2020-11-29,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,6,1,0,1,0,0.16666666666666666,0.0,,0.0,0.0
2020-11-29,tablet,<Other>,<Other>,<Other> / <Other>,Other,9,4,2,1,0,0.4444444444444444,0.5,0.5,0.0,0.0
2020-11-29,tablet,google,cpc,google / cpc,Paid Search,3,1,1,0,0,0.3333333333333333,1.0,0.0,,0.0
2020-11-29,tablet,<Other>,referral,<Other> / referral,Referral,4,0,0,0,0,0.0,,,,0.0
2020-11-29,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,7,3,2,1,1,0.42857142857142855,0.6666666666666666,0.5,1.0,0.14285714285714285
2020-11-30,desktop,(direct),(none),(direct) / (none),Direct,579,151,59,34,13,0.2607944732297064,0.39072847682119205,0.576271186440678,0.38235294117647056,0.022452504317789293
2020-11-30,desktop,<Other>,organic,<Other> / organic,Organic Search,85,29,10,2,1,0.3411764705882353,0.3448275862068966,0.2,0.5,0.011764705882352941
2020-11-30,desktop,google,organic,google / organic,Organic Search,832,205,69,40,19,0.24639423076923078,0.33658536585365856,0.5797101449275363,0.475,0.02283653846153846
2020-11-30,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,186,37,20,10,8,0.1989247311827957,0.5405405405405406,0.5,0.8,0.043010752688172046
2020-11-30,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-11-30,desktop,<Other>,<Other>,<Other> / <Other>,Other,396,109,29,18,5,0.27525252525252525,0.26605504587155965,0.6206896551724138,0.2777777777777778,0.012626262626262626
2020-11-30,desktop,google,cpc,google / cpc,Paid Search,127,39,15,7,6,0.30708661417322836,0.38461538461538464,0.4666666666666667,0.8571428571428571,0.047244094488188976
2020-11-30,desktop,<Other>,referral,<Other> / referral,Referral,271,77,28,13,7,0.28413284132841327,0.36363636363636365,0.4642857142857143,0.5384615384615384,0.025830258302583026
2020-11-30,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,222,61,23,17,10,0.2747747747747748,0.3770491803278688,0.7391304347826086,0.5882352941176471,0.04504504504504504
2020-11-30,mobile,(direct),(none),(direct) / (none),Direct,393,95,34,21,11,0.24173027989821882,0.35789473684210527,0.6176470588235294,0.5238095238095238,0.027989821882951654
2020-11-30,mobile,<Other>,organic,<Other> / organic,Organic Search,51,11,3,2,1,0.21568627450980393,0.2727272727272727,0.6666666666666666,0.5,0.0196078431372549
2020-11-30,mobile,google,organic,google / organic,Organic Search,545,140,44,27,16,0.25688073394495414,0.3142857142857143,0.6136363636363636,0.5925925925925926,0.029357798165137616
2020-11-30,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,150,44,22,9,5,0.29333333333333333,0.5,0.4090909090909091,0.5555555555555556,0.03333333333333333
2020-11-30,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,3,1,1,1,1,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333
2020-11-30,mobile,<Other>,<Other>,<Other> / <Other>,Other,232,64,20,11,7,0.27586206896551724,0.3125,0.55,0.6363636363636364,0.03017241379310345
2020-11-30,mobile,google,cpc,google / cpc,Paid Search,94,18,8,2,1,0.19148936170212766,0.4444444444444444,0.25,0.5,0.010638297872340425
2020-11-30,mobile,<Other>,referral,<Other> / referral,Referral,179,55,25,15,8,0.30726256983240224,0.45454545454545453,0.6,0.5333333333333333,0.0446927374301676
2020-11-30,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,141,37,15,11,7,0.2624113475177305,0.40540540540540543,0.7333333333333333,0.6363636363636364,0.04964539007092199
2020-11-30,tablet,(direct),(none),(direct) / (none),Direct,20,4,0,1,0,0.2,0.0,,0.0,0.0
